1988.92	20.95
1989.00	20.85
1989.08	21.35
1989.17	21.06
1989.25	21.34
1989.33	21.70
1989.42	19.44
1989.50	19.47
1989.58	18.13
1989.67	19.85
1989.75	21.71
1989.83	21.31
1989.92	21.17
1990.00	19.76
1990.08	21.89
1990.17	21.11
1990.25	22.09
1990.33	21.70
1990.42	19.78
1990.50	18.75
1990.58	18.60
1990.67	19.57
1990.75	20.70
1990.83	22.24
1990.92	21.98
1991.00	21.81
1991.08	20.86
1991.17	21.19
1991.25	20.88
1991.33	20.83
1991.42	19.37
1991.50	19.04
1991.58	18.28
1991.67	19.42
1991.75	20.91
1991.83	21.99
1991.92	20.94
1992.00	21.14
1992.08	20.58
1992.17	20.00
1992.25	20.83
1992.33	21.07
1992.42	20.69
1992.50	18.46
1992.58	18.67
1992.67	20.03
1992.75	20.27
1992.83	20.92
1992.92	20.43
1993.00	20.09
1993.08	21.67
1993.17	20.52
1993.25	22.45
1993.33	21.46
1993.42	19.31
1993.50	18.69
1993.58	19.57
1993.67	20.59
1993.75	22.35
1993.83	22.14
1993.92	22.09
1994.00	21.03
1994.08	21.23
1994.17	21.90
1994.25	20.93
1994.33	21.19
1994.42	20.60
1994.50	18.48
1994.58	18.20
1994.67	20.54
1994.75	23.22
1994.83	23.67
1994.92	22.19
1995.00	21.39
1995.08	21.97
1995.17	21.58
1995.25	22.05
1995.33	21.09
1995.42	20.37
1995.50	18.74
1995.58	19.25
1995.67	21.41
1995.75	22.44
1995.83	22.85
1995.92	21.31
1996.00	21.24
1996.08	22.39
1996.17	22.60
1996.25	21.80
1996.33	21.06
1996.42	20.31
1996.50	18.32
1996.58	19.05
1996.67	20.64
1996.75	22.17
1996.83	22.49
1996.92	20.99
1997.00	21.60
1997.08	20.64
1997.17	21.82
1997.25	20.30
1997.33	20.18
1997.42	18.80
1997.50	18.51
1997.58	18.48
1997.67	20.45
1997.75	23.42
1997.83	23.61
1997.92	22.91
1998.00	21.95
1998.08	22.30
1998.17	23.05
1998.25	22.98
1998.33	23.08
1998.42	20.55
1998.50	19.48
1998.58	19.84
1998.67	22.44
1998.75	23.98
1998.83	22.69
1998.92	21.25
1999.00	21.59
1999.08	22.08
1999.17	22.53
1999.25	21.84
1999.33	21.65
1999.42	20.21
1999.50	20.14
1999.58	19.89
1999.67	19.90
1999.75	22.44
1999.83	22.23
1999.92	21.00
2000.00	21.07
2000.08	21.61
2000.17	21.56
2000.25	21.31
2000.33	21.13
2000.42	20.37
2000.50	19.25
2000.58	18.99
2000.67	21.50
2000.75	21.30
2000.83	23.28
2000.92	20.74
2001.00	21.56
2001.08	22.09
2001.17	22.53
2001.25	21.37
2001.33	21.85
2001.42	20.82
2001.50	19.41
2001.58	19.87
2001.67	19.53
2001.75	21.83
2001.83	21.09
2001.92	21.25
2002.00	21.45
2002.08	21.72
2002.17	21.49
2002.25	22.35
2002.33	22.00
2002.42	20.87
2002.50	19.40
2002.58	20.10
2002.67	21.54
2002.75	21.91
2002.83	24.55
2002.92	22.47
2003.00	22.26
2003.08	21.83
2003.17	22.29
2003.25	21.09
2003.33	21.81
2003.42	19.77
2003.50	19.65
2003.58	18.95
2003.67	20.89
2003.75	22.48
2003.83	22.43
2003.92	21.73
2004.00	23.06
2004.08	21.18
2004.17	20.79
2004.25	21.22
2004.33	21.06
2004.42	20.68
2004.50	18.68
2004.58	18.01
2004.67	20.62
2004.75	23.46
2004.83	23.05
2004.92	22.09
2005.00	21.72
2005.08	21.91
2005.17	22.36
2005.25	21.66
2005.33	22.08
2005.42	19.71
2005.50	19.45
2005.58	19.11
2005.67	21.11
2005.75	23.09
2005.83	24.77
2005.92	21.45
2006.00	21.06
2006.08	22.22
2006.17	22.10
2006.25	21.66
2006.33	21.32
2006.42	20.15
2006.50	18.64
2006.58	19.27
2006.67	21.83
2006.75	22.17
2006.83	21.24
2006.92	21.53
2007.00	21.81
2007.08	22.05
2007.17	21.42
2007.25	22.64
2007.33	22.12
2007.42	20.78
2007.50	19.90
2007.58	20.27
2007.67	20.39
2007.75	23.25
2007.83	24.00
2007.92	22.48
2008.00	21.77
2008.08	21.62
2008.17	21.47
2008.25	21.18
2008.33	21.68
2008.42	20.13
2008.50	19.51
2008.58	18.90
2008.67	21.53
2008.75	23.14
2008.83	24.10
2008.92	21.61
2009.00	21.18
2009.08	22.10
2009.17	22.19
2009.25	22.34
2009.33	20.91
2009.42	20.04
2009.50	19.16
2009.58	20.46
2009.67	20.78
2009.75	22.81
2009.83	21.70
2009.92	22.27
2010.00	21.28
2010.08	22.42
2010.17	23.12
2010.25	22.44
2010.33	21.47
2010.42	21.27
2010.50	19.35
2010.58	19.59
2010.67	20.58
2010.75	23.44
2010.83	23.01
2010.92	21.21
2011.00	21.87
2011.08	21.87
2011.17	21.74
2011.25	21.60
2011.33	21.56
2011.42	20.20
2011.50	19.39
2011.58	19.68
2011.67	22.20
2011.75	23.13
2011.83	20.77
2011.92	20.86
2012.00	21.03
2012.08	20.55
2012.17	21.51
2012.25	21.94
2012.33	22.25
2012.42	19.52
2012.50	20.27
2012.58	19.79
2012.67	19.81
2012.75	23.41
2012.83	23.89
2012.92	21.44
2013.00	22.74
2013.08	21.24
2013.17	22.90
2013.25	22.31
2013.33	20.96
2013.42	20.72
2013.50	20.24
2013.58	19.82
2013.67	20.98
2013.75	22.62
2013.83	22.21
2013.92	21.97
2014.00	21.50
2014.08	22.27
2014.17	21.87
2014.25	21.44
2014.33	21.50
2014.42	20.53
2014.50	19.52
2014.58	19.05
2014.67	21.34
2014.75	23.80
2014.83	23.51
2014.92	22.01
2015.00	21.31
2015.08	23.33
2015.17	22.05
2015.25	21.17
2015.33	21.71
2015.42	19.89
2015.50	19.32
2015.58	20.38
2015.67	21.57
2015.75	24.40
2015.83	25.65
2015.92	23.60
2016.00	23.47
2016.08	21.71
2016.17	23.48
2016.25	23.15
2016.33	23.32
2016.42	21.88
2016.50	20.20
2016.58	20.92
2016.67	22.17
2016.75	24.12
2016.83	23.62
2016.92	22.13
2017.00	22.51
2017.08	22.97
2017.17	21.89
2017.25	22.68
2017.33	22.85
2017.42	21.39
2017.50	19.88
2017.58	17.68
2017.67	21.79
2017.75	22.03
2017.83	24.81
2017.92	21.73
2018.00	21.76
2018.08	22.23
2018.17	21.86
2018.25	22.32
2018.33	20.73
2018.42	19.68
2018.50	19.67
2018.58	19.39
2018.67	21.69
2018.75	23.46
2018.83	23.40
2018.92	21.21
2019.00	22.05
2019.08	23.21
2019.17	22.64
2019.25	21.97
2019.33	21.93
2019.42	21.44
2019.50	19.47
2019.58	19.14
2019.67	21.42
2019.75	24.55
2019.83	24.58
2019.92	23.16
2020.00	22.80
2020.08	22.56
